Product,Price,Description,Category,Tags,Stock Status,Related Products
Dusknoir,£158.00,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,"Categories: Gripper, Pokemon","Tags: dusknoir, Gripper, Pressure",171 in stock,"Pidgey, Fearow, Ivysaur"
Froslass,£86.00,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,"Categories: Pokemon, Snow Land","Tags: froslass, Snow Cloak, Snow Land",67 in stock,"Charizard, Pidgeotto, Wartortle"
Rotom,£42.00,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,"Categories: Plasma, Pokemon","Tags: Levitate, Plasma, rotom",208 in stock,"Fearow, Raticate, Charizard"
Uxie,£200.00,It is said that its emergence gave humans the intelligence to improve their quality of life.,"Categories: Knowledge, Pokemon","Tags: Knowledge, Levitate, uxie",138 in stock,"Metapod, Pidgeot, Charizard"
Mesprit,£25.00,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,"Categories: Emotion, Pokemon","Tags: Emotion, Levitate, mesprit",152 in stock,"Kakuna, Metapod, Fearow"
Azelf,£32.00,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.","Categories: Pokemon, Willpower","Tags: azelf, Levitate, Willpower",233 in stock,"Kakuna, Pidgeotto, Spearow"
Dialga,£179.00,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,"Categories: Pokemon, Temporal","Tags: dialga, Pressure, Temporal",104 in stock,"Ivysaur, Wartortle, Charizard"
Palkia,£151.00,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,"Categories: Pokemon, Spatial","Tags: palkia, Pressure, Spatial",54 in stock,"Fearow, Kakuna, Charizard"
Heatran,£142.00,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.","Categories: Lava Dome, Pokemon","Tags: Flash Fire, heatran, Lava Dome",120 in stock,"Charizard, Kakuna, Blastoise"
Regigigas,£77.00,There is an enduring legend that states this Pokémon towed continents with ropes.,"Categories: Colossal, Pokemon","Tags: Colossal, regigigas, Slow Start",226 in stock,"Pidgeotto, Weedle, Spearow"
Cresselia,£34.00,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,"Categories: Lunar, Pokemon","Tags: cresselia, Levitate, Lunar",16 in stock,"Raticate, Spearow, Weedle"
Phione,£155.00,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.","Categories: Pokemon, Sea Drifter","Tags: Hydration, phione, Sea Drifter",245 in stock,"Arbok, Butterfree, Venusaur"
Manaphy,£74.00,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,"Categories: Pokemon, Seafaring","Tags: Hydration, manaphy, Seafaring",186 in stock,"Beedrill, Charizard, Pidgeotto"
Darkrai,£59.00,It can lull people to sleep and make them dream. It is active during nights of the new moon.,"Categories: Pitch-Black, Pokemon","Tags: Bad Dreams, darkrai, Pitch-Black",223 in stock,"Kakuna, Venusaur, Pidgeot"
Arceus,£53.00,It is told in mythology that this Pokémon was born before the universe even existed.,"Categories: Alpha, Pokemon","Tags: Alpha, arceus, Multitype",72 in stock,"Pidgey, Caterpie, Charizard"
Victini,£109.00,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.","Categories: Pokemon, Victory","Tags: victini, Victory, Victory Star",174 in stock,"Pidgey, Ekans, Kakuna"
Snivy,£102.00,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.","Categories: Grass Snake, Pokemon","Tags: Grass Snake, Overgrow, snivy",47 in stock,"Rattata, Ekans, Charizard"
Servine,£154.00,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.","Categories: Grass Snake, Pokemon","Tags: Grass Snake, Overgrow, servine",82 in stock,"Venusaur, Beedrill, Charmander"
Serperior,£88.00,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,"Categories: Pokemon, Regal","Tags: Overgrow, Regal, serperior",164 in stock,"Rattata, Ekans, Ivysaur"
Tepig,£195.00,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.","Categories: Fire Pig, Pokemon","Tags: Blaze, Fire Pig, tepig",66 in stock,"Pidgeot, Charmander, Raticate"
Pignite,£149.00,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.","Categories: Fire Pig, Pokemon","Tags: Blaze, Fire Pig, pignite",151 in stock,"Arbok, Blastoise, Rattata"
Emboar,£32.00,It has mastered fast and powerful fighting moves. It grows a beard of fire.,"Categories: Mega Fire Pig, Pokemon","Tags: Blaze, emboar, Mega Fire Pig",258 in stock,"Wartortle, Kakuna, Charmeleon"
Oshawott,£194.00,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.","Categories: Pokemon, Sea Otter","Tags: oshawott, Sea Otter, Torrent",157 in stock,"Charmander, Fearow, Squirtle"
Dewott,£57.00,"As a result of strict training, each Dewott learns different forms for using the scalchops.","Categories: Discipline, Pokemon","Tags: dewott, Discipline, Torrent",141 in stock,"Blastoise, Charmeleon, Weedle"
Samurott,£106.00,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,"Categories: Formidable, Pokemon","Tags: Formidable, samurott, Torrent",279 in stock,"Metapod, Butterfree, Raticate"
Patrat,£116.00,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.","Categories: Pokemon, Scout","Tags: Keen Eye, patrat, Scout",294 in stock,"Butterfree, Charmander, Arbok"
Watchog,£141.00,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.","Categories: Lookout, Pokemon","Tags: Keen Eye, Lookout, watchog",294 in stock,"Ekans, Raticate, Venusaur"
Lillipup,£28.00,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.","Categories: Pokemon, Puppy","Tags: lillipup, Pickup, Puppy",29 in stock,"Arbok, Ivysaur, Charizard"
Herdier,£164.00,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.","Categories: Loyal Dog, Pokemon","Tags: herdier, Intimidate, Loyal Dog",227 in stock,"Venusaur, Spearow, Charmander"
Stoutland,£37.00,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,"Categories: Big-Hearted, Pokemon","Tags: Big-Hearted, Intimidate, stoutland",80 in stock,"Wartortle, Butterfree, Spearow"
Purrloin,£167.00,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.","Categories: Devious, Pokemon","Tags: Devious, Limber, purrloin",270 in stock,"Metapod, Raticate, Caterpie"
Liepard,£104.00,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.","Categories: Cruel, Pokemon","Tags: Cruel, liepard, Limber",32 in stock,"Raticate, Rattata, Squirtle"
Pansage,£197.00,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,"Categories: Grass Monkey, Pokemon","Tags: Gluttony, Grass Monkey, pansage",195 in stock,"Charizard, Beedrill, Weedle"
Simisage,£98.00,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.","Categories: Pokemon, Thorn Monkey","Tags: Gluttony, simisage, Thorn Monkey",286 in stock,"Charizard, Venusaur, Charmander"
Pansear,£194.00,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,"Categories: High Temp, Pokemon","Tags: Gluttony, High Temp, pansear",247 in stock,"Ivysaur, Raticate, Blastoise"
Simisear,£38.00,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.","Categories: Ember, Pokemon","Tags: Ember, Gluttony, simisear",140 in stock,"Butterfree, Fearow, Kakuna"
Panpour,£52.00,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,"Categories: Pokemon, Spray","Tags: Gluttony, panpour, Spray",271 in stock,"Pidgeotto, Squirtle, Wartortle"
Simipour,£61.00,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.","Categories: Geyser, Pokemon","Tags: Geyser, Gluttony, simipour",101 in stock,"Butterfree, Caterpie, Rattata"
Munna,£172.00,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.","Categories: Dream Eater, Pokemon","Tags: Dream Eater, munna, Synchronize",278 in stock,"Ekans, Squirtle, Ivysaur"
Musharna,£58.00,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,"Categories: Drowsing, Pokemon","Tags: Drowsing, musharna, Synchronize",98 in stock,"Venusaur, Raticate, Arbok"
Pidove,£172.00,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,"Categories: Pokemon, Tiny Pigeon","Tags: pidove, Super Luck, Tiny Pigeon",290 in stock,"Venusaur, Spearow, Ekans"
Tranquill,£199.00,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.","Categories: Pokemon, Wild Pigeon","Tags: Super Luck, tranquill, Wild Pigeon",295 in stock,"Squirtle, Pidgey, Pidgeotto"
Unfezant,£135.00,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,"Categories: Pokemon, Proud","Tags: Proud, Super Luck, unfezant",51 in stock,"Weedle, Spearow, Pidgeotto"
Zebstrika,£138.00,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.","Categories: Pokemon, Thunderbolt","Tags: Lightning Rod, Thunderbolt, zebstrika",137 in stock,"Pidgeotto, Venusaur, Charizard"
Roggenrola,£41.00,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.,"Categories: Mantle, Pokemon","Tags: Mantle, roggenrola, Sturdy",96 in stock,"Arbok, Venusaur, Pidgeot"
Boldore,£76.00,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right.","Categories: Ore, Pokemon","Tags: boldore, Ore, Sturdy",278 in stock,"Wartortle, Pidgeotto, Weedle"
Gigalith,£67.00,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,"Categories: Compressed, Pokemon","Tags: Compressed, gigalith, Sturdy",18 in stock,"Venusaur, Beedrill, Metapod"
Woobat,£27.00,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,"Categories: Bat, Pokemon","Tags: Bat, Unaware, woobat",289 in stock,"Butterfree, Caterpie, Pidgeot"
Swoobat,£49.00,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,"Categories: Courting, Pokemon","Tags: Courting, swoobat, Unaware",109 in stock,"Fearow, Arbok, Raticate"
Drilbur,£132.00,"By spinning its body, it can dig straight through the ground at a speed of 30 mph.","Categories: Mole, Pokemon","Tags: drilbur, Mole, Sand Rush",171 in stock,"Rattata, Ekans, Fearow"
Excadrill,£36.00,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.","Categories: Pokemon, Subterrene","Tags: excadrill, Sand Rush, Subterrene",49 in stock,"Pidgeot, Wartortle, Spearow"
Audino,£95.00,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.","Categories: Hearing, Pokemon","Tags: audino, Healer, Hearing",109 in stock,"Spearow, Kakuna, Fearow"
Timburr,£194.00,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.","Categories: Muscular, Pokemon","Tags: Guts, Muscular, timburr",150 in stock,"Pidgey, Ekans, Pidgeotto"
Gurdurr,£179.00,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,"Categories: Muscular, Pokemon","Tags: gurdurr, Guts, Muscular",105 in stock,"Charizard, Arbok, Kakuna"
Conkeldurr,£72.00,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.","Categories: Muscular, Pokemon","Tags: conkeldurr, Guts, Muscular",251 in stock,"Pidgeotto, Kakuna, Beedrill"
Palpitoad,£117.00,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.","Categories: Pokemon, Vibration","Tags: Hydration, palpitoad, Vibration",36 in stock,"Charmeleon, Fearow, Venusaur"
Seismitoad,£90.00,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,"Categories: Pokemon, Vibration","Tags: seismitoad, Swift Swim, Vibration",252 in stock,"Caterpie, Pidgeot, Wartortle"
Throh,£43.00,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.","Categories: Judo, Pokemon","Tags: Guts, Judo, throh",195 in stock,"Metapod, Squirtle, Pidgey"
Sawk,£129.00,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,"Categories: Karate, Pokemon","Tags: Inner Focus, Karate, sawk",95 in stock,"Beedrill, Caterpie, Ekans"
Sewaddle,£40.00,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.","Categories: Pokemon, Sewing","Tags: sewaddle, Sewing, Swarm",137 in stock,"Beedrill, Raticate, Pidgeot"
Swadloon,£107.00,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.","Categories: Leaf-Wrapped, Pokemon","Tags: Chlorophyll, Leaf-Wrapped, swadloon",176 in stock,"Pidgey, Charmander, Venusaur"
Leavanny,£130.00,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,"Categories: Nurturing, Pokemon","Tags: leavanny, Nurturing, Swarm",203 in stock,"Raticate, Spearow, Venusaur"
Venipede,£87.00,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.","Categories: Centipede, Pokemon","Tags: Centipede, Swarm, venipede",243 in stock,"Ivysaur, Rattata, Metapod"
